timestamp,side,price,qty,notional,pnl,balance_usdt,note
2026-03-17T05:35:50.533545+00:00,BUY,2040.7,0.0245014,50.0,0.0,50.0,entry
2026-03-17T05:35:50.540177+00:00,SELL,2045.35,0.0245014,50.113931,0.113931,100.113931,ema_cross_down
2026-03-17T05:35:50.545283+00:00,BUY,2069.59,0.0241869,50.056966,0.0,50.056966,entry
2026-03-17T05:35:50.550259+00:00,SELL,2133.0,0.0241869,51.590657,1.533691,101.647623,take_profit
2026-03-17T05:35:50.559629+00:00,BUY,2108.53,0.02410391,50.823811,0.0,50.823811,entry
2026-03-17T05:35:50.564743+00:00,SELL,2183.0,0.02410391,52.618829,1.795018,103.442641,take_profit
2026-03-17T05:35:50.577873+00:00,BUY,2101.49,0.02461174,51.72132,0.0,51.72132,entry
2026-03-17T05:35:50.579895+00:00,SELL,2092.33,0.02461174,51.495877,-0.225444,103.217197,ema_cross_down
2026-03-17T05:35:50.588220+00:00,BUY,2078.51,0.02482961,51.608599,0.0,51.608599,entry
2026-03-17T05:35:50.591048+00:00,SELL,2070.85,0.02482961,51.418404,-0.190195,103.027002,ema_cross_down
2026-03-17T05:35:50.594067+00:00,BUY,2077.54,0.02479543,51.513501,0.0,51.513501,entry
2026-03-17T05:35:50.596532+00:00,SELL,2074.04,0.02479543,51.426717,-0.086784,102.940218,ema_cross_down
2026-03-17T05:35:50.615049+00:00,BUY,2108.8,0.0244073,51.470109,0.0,51.470109,entry
2026-03-17T05:35:50.619176+00:00,SELL,2172.19,0.0244073,53.017288,1.547179,104.487397,take_profit
