timestamp,side,price,qty,notional,pnl,balance_usdt,note
2026-03-17T05:27:11.736719+00:00,BUY,93.71,0.53356099,50.0,0.0,50.0,entry
2026-03-17T05:27:11.738916+00:00,SELL,93.37,0.53356099,49.818589,-0.181411,99.818589,ema_cross_down
2026-03-17T05:27:11.741195+00:00,BUY,93.94,0.53128906,49.909295,0.0,49.909295,entry
2026-03-17T05:27:11.743350+00:00,SELL,93.31,0.53128906,49.574583,-0.334712,99.483877,ema_cross_down
2026-03-17T05:27:11.749044+00:00,BUY,93.29,0.5331969,49.741939,0.0,49.741939,entry
2026-03-17T05:27:11.768780+00:00,SELL,93.25,0.5331969,49.720611,-0.021328,99.462549,ema_cross_down
2026-03-17T05:27:11.771070+00:00,BUY,94.0,0.52905611,49.731275,0.0,49.731275,entry
2026-03-17T05:27:11.772736+00:00,SELL,93.34,0.52905611,49.382098,-0.349177,99.113372,ema_cross_down
2026-03-17T05:27:11.774632+00:00,BUY,93.9,0.52776024,49.556686,0.0,49.556686,entry
2026-03-17T05:27:11.786647+00:00,SELL,96.76,0.52776024,51.06608,1.509394,100.622767,take_profit
2026-03-17T05:27:11.790498+00:00,BUY,96.74,0.52006805,50.311383,0.0,50.311383,entry
2026-03-17T05:27:11.791445+00:00,SELL,95.52,0.52006805,49.6769,-0.634483,99.988283,ema_cross_down
